------------------------------------------------------ 
:: Load Love Number Partial Derivatives 
:: Computed at 11:33PM on March 14, 2024
------------------------------------------------------ 
n = 0 | Normalization: mu,kappa = (R_sc*(L_sc**2)*(T_sc**(-2))); rho = R_sc 
    L_sc = 6371000.0 | R_sc = 5500.0 | T_sc = 934.5127555294843 | pi*G = 1.0
 Radius(km)  Mu[non-dim]  Kappa[non-dim]  Rho[non-dim]  dhl_dmu  dhl_dK  dhl_drho  dll_dmu  dll_dK  dll_drho  dkl_dmu  dkl_dK  dkl_drho 
4665.310590 0.897021 1.823795 0.903443 0.002934 0.121595 -0.500383 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4694.220580 0.890523 1.805825 0.900688 0.003045 0.124156 -0.506560 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4723.130570 0.884011 1.787849 0.897921 0.003160 0.126774 -0.512849 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4752.040560 0.877487 1.769864 0.895145 0.003282 0.129453 -0.519107 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4780.950550 0.870954 1.751871 0.892361 0.003410 0.132194 -0.525477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4809.860540 0.864398 1.733853 0.889561 0.003545 0.135000 -0.531816 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4838.770530 0.857835 1.715825 0.886757 0.003687 0.137872 -0.538270 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4867.680520 0.851246 1.697757 0.883934 0.003836 0.140815 -0.544691 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4896.590510 0.844646 1.679673 0.881104 0.003994 0.143830 -0.551229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4925.500500 0.838028 1.661560 0.878263 0.004160 0.146921 -0.557733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4954.410490 0.831387 1.643408 0.875407 0.004336 0.150090 -0.564357 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
4983.320480 0.824734 1.625234 0.872545 0.004521 0.153340 -0.570944 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5012.230470 0.818048 1.607000 0.869661 0.004717 0.156678 -0.577655 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5041.140460 0.811351 1.588748 0.866771 0.004924 0.160101 -0.584328 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5070.050450 0.804625 1.570438 0.863863 0.005143 0.163619 -0.591127 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5098.960440 0.797879 1.552089 0.860944 0.005375 0.167233 -0.597887 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5127.870430 0.791112 1.533696 0.858011 0.005621 0.170947 -0.604775 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5156.780420 0.784315 1.515242 0.855060 0.005881 0.174768 -0.611624 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5185.690410 0.777506 1.496766 0.852103 0.006157 0.178694 -0.618603 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5214.600400 0.770655 1.478201 0.849120 0.006450 0.182740 -0.625542 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5243.510390 0.763792 1.459612 0.846131 0.006760 0.186902 -0.632615 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5272.420380 0.756894 1.440959 0.843121 0.007090 0.191191 -0.639646 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5301.330370 0.749972 1.422253 0.840096 0.007441 0.195610 -0.646814 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5330.240360 0.743030 1.403503 0.837059 0.007813 0.200164 -0.653940 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5359.150350 0.736049 1.384676 0.833998 0.008209 0.204866 -0.661207 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5388.060340 0.729055 1.365824 0.830929 0.008630 0.209712 -0.668430 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5416.970330 0.722018 1.346884 0.827834 0.009079 0.214722 -0.675797 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5445.880320 0.714964 1.327909 0.824728 0.009557 0.219892 -0.683120 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5474.790310 0.707880 1.308871 0.821602 0.010066 0.225238 -0.690591 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5503.700300 0.700765 1.289774 0.818456 0.010609 0.230766 -0.698017 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5532.610290 0.693632 1.270642 0.815298 0.011187 0.236481 -0.705595 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5561.520280 0.686455 1.251431 0.812111 0.011806 0.242402 -0.713128 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5590.430270 0.679268 1.232200 0.808918 0.012464 0.248526 -0.720816 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5619.340260 0.662991 1.215747 0.805695 0.013139 0.254764 -0.728461 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5648.250250 0.642425 1.200737 0.802455 0.013845 0.261167 -0.736263 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5677.160240 0.622177 1.185705 0.799197 0.014600 0.267810 -0.744020 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5706.070230 0.483726 0.997969 0.725625 0.039819 0.347639 -0.752033 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5734.980220 0.479035 0.987167 0.724402 0.040399 0.354803 -0.760390 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5763.890210 0.474371 0.976437 0.723178 0.040995 0.362098 -0.768850 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5792.800200 0.459173 0.946661 0.717880 0.045963 0.380626 -0.777347 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5821.710190 0.440968 0.911369 0.711255 0.053095 0.404389 -0.786035 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5850.620180 0.423241 0.876949 0.704631 0.061155 0.430103 -0.794832 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5879.530170 0.405987 0.843396 0.698006 0.070257 0.457960 -0.803841 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5908.440160 0.389195 0.810692 0.691381 0.080536 0.488184 -0.812977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5937.350150 0.372861 0.778825 0.684756 0.092143 0.521019 -0.822347 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5966.260140 0.356978 0.747787 0.678131 0.105248 0.556740 -0.831865 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
5995.170130 0.311858 0.667541 0.641606 0.159871 0.670156 -0.841955 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6024.080120 0.307695 0.654296 0.638467 0.165685 0.692667 -0.852240 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6052.990110 0.303569 0.641218 0.635328 0.171756 0.715976 -0.862673 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6081.900100 0.299481 0.628309 0.632189 0.178093 0.740109 -0.873226 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6110.810090 0.295428 0.615563 0.629050 0.184714 0.765106 -0.883934 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6139.720080 0.291414 0.602987 0.625912 0.191623 0.790988 -0.894769 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6168.630070 0.257526 0.498335 0.611164 0.336671 1.044405 -0.906548 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6197.540060 0.259009 0.500913 0.611736 0.320671 1.039109 -0.918625 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6226.450050 0.260499 0.503497 0.612307 0.305241 1.033772 -0.930716 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6255.360040 0.261993 0.506091 0.612879 0.290364 1.028392 -0.942816 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6284.270030 0.263492 0.508693 0.613450 0.276023 1.022971 -0.954923 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6313.180020 0.264997 0.511302 0.614021 0.262209 1.017518 -0.967032 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6342.090010 0.266507 0.513921 0.614593 0.248902 1.012029 -0.979141 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
6371.000000 0.104151 0.203285 0.415164 3.417965 4.815041 -1.000076 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
